design,raw_full_history_rmse,z_full_history_rmse,z_minus_raw
design1,1.5065881127779148,1.640292830037236,0.1337047172593211
design2,1.5015656988053354,1.4912432279194048,-0.010322470885930635
design3,1.517920182434357,1.4970027086665232,-0.020917473767833705
